scaffold_1	50000	0.5005164734	0.4870150436	-1184584.78	-1184385.539	-199.2416604
scaffold_1	150000	0.5005164734	0.4870150436	-1184584.78	-1184385.539	-199.2416604
scaffold_1	250000	0.5005241202	0.4874343398	-1184585.51	-1184385.471	-200.0390149
scaffold_1	350000	0.5005241202	0.4874991246	-1184585.609	-1184385.546	-200.0635383
scaffold_1	450000	0.5005241202	0.4876039487	-1184585.704	-1184385.608	-200.0959686
scaffold_1	550000	0.5005488658	0.4878259695	-1184586.709	-1184385.824	-200.8853565
scaffold_1	650000	0.5005488658	0.4881127753	-1184587.156	-1184386.386	-200.7695131
scaffold_1	750000	0.5005164734	0.4882175993	-1184586.248	-1184386.631	-199.6166343
scaffold_1	850000	0.5005164734	0.4883224233	-1184586.484	-1184386.787	-199.6975003
scaffold_1	950000	0.5005164734	0.4884720126	-1184586.548	-1184386.778	-199.7695382
scaffold_1	1050000	0.5005812582	0.4885444442	-1184588.765	-1184386.866	-201.8984179
scaffold_1	1150000	0.5005488658	0.4885120518	-1184587.742	-1184387.001	-200.7417037
scaffold_1	1250000	0.5005488658	0.4885968562	-1184587.806	-1184387.139	-200.6677091
scaffold_1	1350000	0.5005659646	0.4887387987	-1184588.585	-1184387.535	-201.0500331
scaffold_1	1450000	0.5006660627	0.4888188771	-1184592.168	-1184387.81	-204.3572749
scaffold_1	1550000	0.5006012778	0.488883662	-1184590.002	-1184387.935	-202.0672318
scaffold_1	1650000	0.5006012778	0.4888960348	-1184590.071	-1184387.971	-202.10027
scaffold_1	1750000	0.5006012778	0.4889761132	-1184590.145	-1184388.074	-202.0716847
scaffold_1	1850000	0.5006012778	0.488988486	-1184590.212	-1184388.167	-202.0455349
scaffold_1	1950000	0.5006012778	0.4890008588	-1184590.247	-1184388.205	-202.042095
scaffold_1	2050000	0.5006012778	0.488988486	-1184590.282	-1184388.244	-202.0384963
scaffold_1	2150000	0.5006012778	0.48909331	-1184590.36	-1184388.331	-202.0284071
scaffold_1	2250000	0.5006660627	0.4892105069	-1184592.722	-1184388.423	-204.2992048
scaffold_1	2350000	0.5006660627	0.4891580949	-1184592.797	-1184388.54	-204.2568502
scaffold_1	2450000	0.5006660627	0.4892105069	-1184592.846	-1184388.654	-204.1924929
scaffold_1	2550000	0.5006660627	0.4892105069	-1184592.879	-1184388.757	-204.1211559
scaffold_1	2650000	0.5006012778	0.4892505461	-1184590.603	-1184388.858	-201.744816
scaffold_1	2750000	0.5006012778	0.4892305265	-1184590.63	-1184388.952	-201.677361
scaffold_1	2850000	0.5006012778	0.4892876645	-1184590.655	-1184389.042	-201.6134152
scaffold_1	2950000	0.5006012778	0.4892105069	-1184590.68	-1184389.138	-201.541823
scaffold_1	3050000	0.5006012778	0.4893153309	-1184590.694	-1184389.178	-201.5158283
scaffold_1	3150000	0.5006012778	0.4892953113	-1184590.724	-1184389.316	-201.4077411
scaffold_1	3250000	0.500588905	0.4893924886	-1184590.353	-1184389.733	-200.6196715
scaffold_1	3350000	0.500588905	0.4893801158	-1184590.361	-1184389.793	-200.5673255
scaffold_1	3450000	0.500588905	0.489420155	-1184590.368	-1184389.851	-200.5174482
scaffold_1	3550000	0.500588905	0.489420155	-1184590.375	-1184389.899	-200.4761964
scaffold_1	3650000	0.500588905	0.4894077822	-1184590.38	-1184389.977	-200.4024287
scaffold_1	3750000	0.500588905	0.4894077822	-1184590.383	-1184390.043	-200.3401057
scaffold_1	3850000	0.500588905	0.4894325278	-1184590.386	-1184390.1	-200.2864049
scaffold_1	3950000	0.500588905	0.4894001354	-1184590.389	-1184390.158	-200.2316966
scaffold_1	4050000	0.500588905	0.4892953113	-1184590.393	-1184390.222	-200.1713497
scaffold_1	4150000	0.500588905	0.4894649202	-1184590.398	-1184390.216	-200.182147
scaffold_1	4250000	0.500588905	0.4894649202	-1184590.403	-1184390.232	-200.1707906
scaffold_1	4350000	0.500588905	0.4894325278	-1184590.407	-1184390.249	-200.1577841
scaffold_1	4450000	0.5006136506	0.4894849398	-1184591.349	-1184390.806	-200.5429475
scaffold_1	4550000	0.5006136506	0.4895126062	-1184591.36	-1184391.037	-200.322687
scaffold_1	4650000	0.5005812582	0.4895126062	-1184590.193	-1184391.057	-199.1356491
scaffold_1	4750000	0.5005812582	0.4895126062	-1184590.193	-1184391.082	-199.1108393
scaffold_1	4850000	0.5006460431	0.4895897638	-1184592.521	-1184392.241	-200.2793901
scaffold_1	4950000	0.5006460431	0.489577391	-1184592.52	-1184392.344	-200.176443
scaffold_1	5050000	0.5006460431	0.4896021366	-1184592.52	-1184392.446	-200.0738632
scaffold_1	5150000	0.5006460431	0.4895697442	-1184592.518	-1184392.58	-199.9382053
