scaffold	somatic_mean	germline_mean	mean_window	baseline	difference_mean
scaffold_1	0.485072064150394	0.4812929814885985	136851.73146292585	0	0.0037790826617954965
scaffold_1	0.5072097120114489	0.49777117651475317	425753.02204408817	0	0.009438535496695766
scaffold_1	0.5029786358628231	0.5037722773499577	749083.4609218437	0	-0.0007936414871345665
scaffold_1	0.4926318545988677	0.5033101553141979	989115.6492985972	0	-0.010678300715330158
scaffold_1	0.4911794909348629	0.48200271062257916	1304078.7294589179	0	0.00917678031228375
scaffold_1	0.49997426972946624	0.48746444746618667	1561899.4569138277	0	0.012509822263279569
scaffold_1	0.4968063566891935	0.49371215378200217	1809412.5250501002	0	0.0030942029071913124
scaffold_1	0.49784203395377086	0.49779694499230986	2112541.154308617	0	4.508896146099284e-05
scaffold_1	0.5085900882368813	0.49831734674511674	2354472.5170340682	0	0.010272741491764603
scaffold_1	0.5062731596140461	0.4932343894492968	2607244.523046092	0	0.013038770164749247
scaffold_1	0.4950824795769527	0.5016158207047021	2864798.621242485	0	-0.0065333411277493925
scaffold_1	0.5092931203580822	0.48343380684927395	3128652.6793587175	0	0.025859313508808213
scaffold_1	0.4958019108378821	0.48793164996334665	3342029.901803607	0	0.007870260874535462
scaffold_1	0.5000736351388184	0.4917846682016808	3552178.392785571	0	0.008288966937137598
scaffold_1	0.4913856995604377	0.49029171947188505	3749948.4248496993	0	0.0010939800885526596
scaffold_1	0.492392889112135	0.46922741644710453	4038569.639278557	0	0.023165472665030495
scaffold_1	0.49539119657606767	0.4818088148677399	4323858.446893788	0	0.013582381708327762
scaffold_1	0.480289768511963	0.48936420083854665	4626166.174348697	0	-0.00907443232658367
scaffold_1	0.5051008391917896	0.5007155035962997	5012508.687374749	0	0.004385335595489925
scaffold_1	0.4874818130137277	0.47899435307375454	5480296.693386774	0	0.008487459939973185
scaffold_1	0.48771751924294604	0.4802023512602664	5869226.9759519035	0	0.007515167982679649
scaffold_1	0.48569452514591266	0.4990100346547694	6190679.829659319	0	-0.013315509508856738
scaffold_1	0.49803296079560055	0.48394879253483924	6500247.1603206415	0	0.01408416826076131
scaffold_1	0.4975073371754129	0.4972423054393251	6798771.188376754	0	0.000265031736087773
scaffold_1	0.5001915520907759	0.49320059762190016	7058691.573146293	0	0.006990954468875765
scaffold_1	0.4938948759053104	0.4711618215828819	7362748.951903808	0	0.022733054322428503
scaffold_1	0.49695334543662056	0.4857538966287435	7658261.440881764	0	0.011199448807877044
scaffold_1	0.5022209879041639	0.4983853499194667	7955652.472945891	0	0.0038356379846972155
scaffold_1	0.500401404332086	0.46944884921288327	8341275.488977956	0	0.03095255511920275
scaffold_1	0.4951693823214476	0.48586071720493373	8703195.340681363	0	0.009308665116513848
scaffold_1	0.5089477488028235	0.5008226231228476	9041843.386773547	0	0.008125125679975809
scaffold_1	0.5185209489224144	0.4941572400909364	9478704.72745491	0	0.02436370883147798
scaffold_1	0.5041950410727867	0.4832760928833062	9939168.79759519	0	0.02091894818948048
scaffold_1	0.504062621620102	0.49040748855360977	10342755.997995991	0	0.013655133066492187
scaffold_1	0.4975338779511344	0.4745439535263906	10889874.328657314	0	0.02298992442474379
scaffold_1	0.4932763581729714	0.4943380466377652	11363779.639278557	0	-0.0010616884647938196
scaffold_1	0.4863889108861073	0.4797543445313779	11698904.348697394	0	0.006634566354729421
scaffold_1	0.5016378936076773	0.4944704077173015	12080392.364729458	0	0.007167485890375802
scaffold_1	0.49859846821566045	0.5000719607237818	12423367.775551103	0	-0.0014734925081213435
scaffold_1	0.4905439232462457	0.49299983630830413	12799657.360721443	0	-0.0024559130620584457
scaffold_1	0.4908507571847691	0.4829580382728852	13207911.51503006	0	0.007892718911883922
scaffold_1	0.5045783192410422	0.5024419042155909	13642692.537074149	0	0.002136415025451366
scaffold_1	0.4921958424399648	0.4958230226516182	14263444.561122244	0	-0.0036271802116534246
scaffold_1	0.4868983344603507	0.4971357130303054	14938347.034068136	0	-0.010237378569954714
scaffold_1	0.4928489546307256	0.4980690060855333	15601310.533066133	0	-0.005220051454807695
scaffold_1	0.4944041326617897	0.4923188343708579	16547009.517034069	0	0.002085298290931792
scaffold_1	0.49577085296411105	0.49251367928498935	17640808.470941883	0	0.0032571736791217054
scaffold_1	0.5020277017947629	0.5103152155803167	21891713.96192385	0	-0.008287513785553813
scaffold_1	0.48935092450435425	0.49815466365505323	23289312.04208417	0	-0.008803739150698986
scaffold_1	0.4860592310468598	0.49076412019769144	24262836.144288577	0	-0.00470488915083167
scaffold_1	0.48671458874464796	0.4838615378037143	24773634.286573146	0	0.0028530509409336324
scaffold_1	0.4858735368839631	0.5125685353893067	25590716.07014028	0	-0.02669499850534357
scaffold_1	0.49198978395978343	0.5000614082779787	26185435.9498998	0	-0.008071624318195303
scaffold_1	0.4883160311285656	0.493305915586646	26852389.4749499	0	-0.004989884458080407
scaffold_1	0.48554295396507585	0.495451718512414	27589909.166332666	0	-0.009908764547338134
scaffold_1	0.4909263939721958	0.49870083797990494	28172068.719438877	0	-0.007774444007709158
scaffold_1	0.49884605490678496	0.517344541830968	28663855.943887774	0	-0.018498486924183044
scaffold_1	0.49432127308660107	0.528865478080123	29157995.004008017	0	-0.0345442049935219
scaffold_1	0.48814507582311384	0.485641066620988	29508782.30260521	0	0.0025040092021258453
scaffold_1	0.5103424809792376	0.5007864044586485	30304038.663326655	0	0.009556076520589096
scaffold_1	0.49688933552058806	0.4971834772619142	32103054.006012022	0	-0.00029414174132613713
scaffold_1	0.5422526125545026	0.5084174254872139	33075077.194444444	0	0.03383518706728872
scaffold_2	0.5072908901376907	0.5214132581371366	285216.33066132263	0	-0.014122367999445884
scaffold_2	0.49125987987694675	0.4839601485118867	850644.9799599198	0	0.007299731365060069
scaffold_2	0.49109714874067895	0.5067677225101369	1637414.5230460921	0	-0.015670573769457963
scaffold_2	0.5021708146273198	0.5122920223116512	2371415.9038076154	0	-0.010121207684331335
scaffold_2	0.49266791625902606	0.49802711911121844	2975006.985971944	0	-0.00535920285219238
scaffold_2	0.502255447032677	0.49565000433024353	3643430.2545090183	0	0.006605442702433462
scaffold_2	0.4955044983187559	0.5078995556520735	4789259.627254509	0	-0.012395057333317527
scaffold_2	0.5067056595887633	0.5125704254307895	8588710.48496994	0	-0.0058647658420261095
