scaffold_1	548	27	33	29	26
scaffold_1	725	47	44	27	23
scaffold_1	1548	59	58	22	37
scaffold_1	2156	46	56	38	31
scaffold_1	2594	32	38	27	41
scaffold_1	3552	53	57	24	32
scaffold_1	3837	47	49	20	21
scaffold_1	4303	46	47	18	25
scaffold_1	5066	35	45	18	27
scaffold_1	5353	74	46	31	22
scaffold_1	5516	38	44	22	26
scaffold_1	5872	42	51	16	25
scaffold_1	6024	46	37	31	36
scaffold_1	9837	45	51	23	35
scaffold_1	10012	47	43	16	21
scaffold_1	10295	47	67	27	30
scaffold_1	10501	60	46	32	33
scaffold_1	10752	59	35	28	30
scaffold_1	10905	45	49	31	32
scaffold_1	11143	30	35	40	36
scaffold_1	11638	48	61	47	38
scaffold_1	13260	46	37	28	31
scaffold_1	13818	36	49	24	36
scaffold_1	14220	41	45	23	36
scaffold_1	14670	35	53	31	25
scaffold_1	15130	36	47	29	13
scaffold_1	15336	50	55	32	27
scaffold_1	15670	45	46	40	25
scaffold_1	15830	48	42	36	34
scaffold_1	20231	53	39	33	28
scaffold_1	33109	41	46	25	21
scaffold_1	33337	53	51	25	33
scaffold_1	36203	54	59	31	49
scaffold_1	38422	46	46	45	31
scaffold_1	39395	35	48	31	42
scaffold_1	39990	43	39	20	23
scaffold_1	40561	62	64	19	25
scaffold_1	41000	52	45	48	31
scaffold_1	41244	38	45	31	50
scaffold_1	41957	44	41	39	36
scaffold_1	42296	70	71	21	19
scaffold_1	44191	32	48	21	26
scaffold_1	45161	49	61	24	39
scaffold_1	45790	59	39	26	22
scaffold_1	46562	36	33	22	20
scaffold_1	46731	46	44	30	38
scaffold_1	47598	47	35	52	48
scaffold_1	48449	53	40	23	29
scaffold_1	49013	59	44	25	32
scaffold_1	56070	48	51	34	32
scaffold_1	59306	48	45	30	27
scaffold_1	59497	45	56	28	25
scaffold_1	59709	57	44	37	37
scaffold_1	59898	70	47	38	32
scaffold_1	60778	46	56	45	23
scaffold_1	60977	46	47	36	34
scaffold_1	63273	56	39	23	22
scaffold_1	63440	46	25	28	22
scaffold_1	66857	39	42	16	39
scaffold_1	67887	58	50	32	21
scaffold_1	68925	40	43	37	25
scaffold_1	70467	35	37	22	36
scaffold_1	70958	47	45	35	36
scaffold_1	73954	41	44	30	26
scaffold_1	75015	39	51	35	30
scaffold_1	75235	58	54	30	26
