scaffold	somatic_mean	germline_mean	mean_window	baseline	difference_mean
scaffold_1	0.5167112253514666	0.5158397256826194	558407.0721442886	0	0.0008714996688472532
scaffold_1	0.5217199154844292	0.5145401479056697	1292819.352705411	0	0.007179767578759488
scaffold_1	0.5275574448045233	0.5222271601448052	2142372.9238476953	0	0.005330284659718076
scaffold_1	0.5069342644355055	0.5134153776259266	2929617.4168336676	0	-0.006481113190421106
scaffold_1	0.5267890770216891	0.5407414839498225	3936437.519038076	0	-0.013952406928133376
scaffold_1	0.5092616324776217	0.5077177684252066	4772694.170340681	0	0.0015438640524151337
scaffold_1	0.508692323265903	0.508779485389109	5703760.545090181	0	-8.716212320603045e-05
scaffold_1	0.5140941376578623	0.49617648678474835	6522670.126252505	0	0.01791765087311392
scaffold_1	0.5223738777686022	0.4998965420288139	7533226.2184368735	0	0.02247733573978833
scaffold_1	0.5208771947504011	0.5376376352130754	8891322.847695392	0	-0.01676044046267433
scaffold_1	0.5122502644294101	0.5190974855347821	10017500.184368737	0	-0.006847221105371948
scaffold_1	0.5336946180788289	0.5129051831136336	10860050.875751503	0	0.020789434965195253
scaffold_1	0.5246973995830153	0.5082912532022034	11959910.338677354	0	0.016406146380811948
scaffold_1	0.5333933634816534	0.531199953411827	12997177.382765532	0	0.002193410069826429
scaffold_1	0.5131937756112349	0.5065489568103971	14465930.803607214	0	0.006644818800837782
scaffold_1	0.5213623949003975	0.5184291417637037	16076189.54509018	0	0.002933253136693792
scaffold_1	0.5213726162326343	0.5214315272815239	19473216.621242486	0	-5.8911048889553896e-05
scaffold_1	0.51306018469055	0.5177467820066022	23680903.488977958	0	-0.0046865973160521435
scaffold_1	0.5183626903281513	0.5135691401672146	25034566.571142286	0	0.004793550160936744
scaffold_1	0.5079808016289332	0.5220158199897822	26865285.42284569	0	-0.014035018360848972
scaffold_1	0.5404082011534865	0.5314374729075609	28435389.943887774	0	0.008970728245925597
scaffold_1	0.5204263002698449	0.5152861476127016	30034549.88777555	0	0.005140152657143293
