scaffold_1	50000	0.4974005342	0.4909018696	-443188.7229	-443173.6232	-15.09972996
scaffold_1	150000	0.4974005342	0.4909018696	-443188.7229	-443173.6232	-15.09972996
scaffold_1	250000	0.4974529462	0.4911115177	-443188.6558	-443173.6822	-14.97368402
scaffold_1	350000	0.4975053582	0.4911763025	-443188.8487	-443173.75	-15.09869873
scaffold_1	450000	0.4975377506	0.4912811265	-443188.9869	-443173.9489	-15.03799529
scaffold_1	550000	0.497570143	0.4914507354	-443189.0964	-443174.3701	-14.72632289
scaffold_1	650000	0.4978322031	0.4920319936	-443190.2911	-443175.1711	-15.11999531
scaffold_1	750000	0.4978445759	0.4918947772	-443190.3257	-443175.4148	-14.91088492
scaffold_1	850000	0.4979817924	0.4921368177	-443190.9749	-443175.8091	-15.16584659
scaffold_1	950000	0.4980265576	0.4921044253	-443191.1884	-443175.8878	-15.30053923
scaffold_1	1050000	0.4980141848	0.4922540145	-443191.1045	-443175.9614	-15.14315376
scaffold_1	1150000	0.498106636	0.4922339949	-443191.5671	-443176.022	-15.54513664
scaffold_1	1250000	0.4981514013	0.4920319936	-443191.7808	-443176.1059	-15.67491109
scaffold_1	1350000	0.4982562253	0.4923388189	-443192.2692	-443176.2605	-16.00874714
scaffold_1	1450000	0.4983210101	0.4924636626	-443192.5666	-443176.3477	-16.21893391
scaffold_1	1550000	0.4983410297	0.4926132519	-443192.6493	-443176.3856	-16.26360521
scaffold_1	1650000	0.4983410297	0.4924884082	-443192.6243	-443176.4028	-16.22155064
scaffold_1	1750000	0.4983610493	0.4925808594	-443192.7073	-443176.4493	-16.25794275
scaffold_1	1850000	0.4985106386	0.492548467	-443193.5307	-443176.4873	-17.04332875
scaffold_1	1950000	0.4984258342	0.4926132519	-443193.031	-443176.4861	-16.54493132
scaffold_1	2050000	0.498490619	0.4926132519	-443193.3827	-443176.4799	-16.90277742
scaffold_1	2150000	0.4985630506	0.4926132519	-443193.7658	-443176.4744	-17.29140644
scaffold_1	2250000	0.4985306582	0.4926780367	-443193.5371	-443176.4527	-17.08436833
scaffold_1	2350000	0.4986154626	0.4926580171	-443193.9879	-443176.3734	-17.61455426
scaffold_1	2450000	0.4986154626	0.4926456443	-443193.9504	-443176.2854	-17.66496945
scaffold_1	2550000	0.4986354823	0.4926456443	-443194.0428	-443176.2177	-17.82517071
scaffold_1	2650000	0.4987002671	0.4926456443	-443194.4053	-443176.1368	-18.26851216
scaffold_1	2750000	0.4987850715	0.4926456443	-443194.8969	-443176.0483	-18.84856895
scaffold_1	2850000	0.4987002671	0.4926456443	-443194.3486	-443175.9618	-18.38679373
