scaffold	somatic_mean	germline_mean	mean_window	baseline	difference_mean
scaffold_1	0.5240311023134967	0.520262517349389	300988.3987975952	0	0.003768584964107702
scaffold_1	0.5539484975770137	0.5471581178734563	1275787.5671342686	0	0.006790379703557448
scaffold_1	0.5389027721078853	0.5421449402696406	2482333.024048096	0	-0.0032421681617552656
scaffold_1	0.5375098946182251	0.5410792346757656	3944567.9218436875	0	-0.0035693400575405043
scaffold_1	0.5303068792023974	0.5315220960597428	5496148.432865731	0	-0.0012152168573453803
scaffold_1	0.5434545298495782	0.5394372410347393	6670833.420841684	0	0.004017288814838871
scaffold_1	0.5427092917833547	0.5354174268858779	7665716.569138276	0	0.007291864897476796
scaffold_1	0.5503046988269298	0.5478675039454073	8951546.374749498	0	0.0024371948815224975
scaffold_1	0.5206646371013416	0.5246319037926029	10366977.625250502	0	-0.003967266691261351
scaffold_1	0.5379428143278941	0.5386945935181536	11662651.915831663	0	-0.0007517791902594828
scaffold_1	0.5350054084857381	0.5279841966850233	12414073.25250501	0	0.0070212118007147994
scaffold_1	0.5396509496060423	0.5280449993756051	14068300.378757516	0	0.0116059502304372
scaffold_1	0.5411275469804329	0.5325010057782017	16042525.79759519	0	0.008626541202231164
scaffold_1	0.5306623987831771	0.5376148283047952	19573547.16032064	0	-0.00695242952161812
scaffold_1	0.5394872759199647	0.5380609556007708	24193685.366733465	0	0.0014263203191938745
scaffold_1	0.5356134269262101	0.5376172123996656	26414035.611222446	0	-0.0020037854734555882
scaffold_1	0.5381385551777829	0.536761873019534	28450776.711422846	0	0.001376682158248821
scaffold_1	0.532577510262203	0.5486389516697108	30666963.09218437	0	-0.01606144140750776
scaffold_1	0.5227979814481438	0.5289541479283849	32498952.491803277	0	-0.006156166480241088
scaffold_2	0.5234940825246864	0.5250706363252647	771979.9418837675	0	-0.0015765538005783064
scaffold_2	0.5197520136218275	0.5225809203478032	2256348.3346693385	0	-0.0028289067259756884
scaffold_2	0.5372126856296882	0.5381333269310031	3407794.9879759517	0	-0.0009206413013149728
scaffold_2	0.5360715167687449	0.5353030740155197	6786175.583166333	0	0.0007684427532251847
scaffold_2	0.5280197445667064	0.5237721324884742	10470569.861723447	0	0.00424761207823221
scaffold_2	0.5358057691692814	0.5321321997779243	12480149.160320641	0	0.003673569391357101
scaffold_2	0.5273299974402444	0.5316564202906551	13828875.901803607	0	-0.004326422850410627
scaffold_2	0.5384558280567158	0.545683187314719	15025238.659318637	0	-0.007227359258003219
scaffold_2	0.5358214187303856	0.5266842066268222	15986326.745490981	0	0.00913721210356333
scaffold_2	0.543934664316442	0.543923565499537	17277772.45490982	0	1.1098816904975273e-05
scaffold_2	0.5279940897986516	0.5270971172081576	18461445.476190478	0	0.0008969725904940384
scaffold_3	0.5136992050674567	0.5218026004293711	432506.00601202407	0	-0.0081033953619144
scaffold_3	0.5396974725842071	0.5381810744600745	1664305.3967935871	0	0.001516398124132623
scaffold_3	0.5252920254972671	0.5313193639192514	3369312.0300601204	0	-0.0060273384219843296
scaffold_3	0.5414360682154656	0.5386221200875786	4612589.809619239	0	0.002813948127887045
scaffold_3	0.5384879660294172	0.5301498965470446	5865952.927855711	0	0.00833806948237259
scaffold_3	0.5241155535274049	0.5268147397803385	7216840.4128256515	0	-0.0026991862529336386
scaffold_3	0.5416292242895302	0.5422060776682355	8615623.03006012	0	-0.0005768533787052776
scaffold_3	0.5315700155043296	0.5281532684212635	9654657.478957916	0	0.003416747083066052
scaffold_3	0.5186027514713141	0.5249849843098721	11136719.116232464	0	-0.0063822328385579885
scaffold_3	0.5236378126074291	0.5240295564869295	13500317.671342686	0	-0.0003917438795003614
scaffold_3	0.503727223460389	0.5157864805423564	18611942.793587174	0	-0.012059257081967423
scaffold_3	0.5311758192767456	0.5296322315266696	21137411.80761523	0	0.0015435877500760142
scaffold_3	0.5403009269591277	0.5457471195351453	23137162.498997997	0	-0.005446192576017639
scaffold_3	0.5293133840615359	0.5168554330092076	24122005.375	0	0.012457951052328387
scaffold_4	0.5413478754945061	0.5427615218347149	1028695.1122244489	0	-0.0014136463402087962
scaffold_4	0.5293071213070641	0.5224421157646596	2989914.7635270543	0	0.006865005542404545
scaffold_4	0.5191981514843304	0.5293590333175586	6501545.044088176	0	-0.010160881833228275
scaffold_4	0.5205835396417415	0.5213962494302474	11563117.034068136	0	-0.0008127097885058943
scaffold_4	0.5463459850640402	0.5492641478994341	13677880.651302606	0	-0.0029181628353939226
scaffold_4	0.5354865519805572	0.540393169044232	15318823.18236473	0	-0.00490661706367479
scaffold_4	0.5261999508278877	0.5259510819830746	16797119.54709419	0	0.00024886884481312155
scaffold_4	0.536897004290174	0.5368255684399101	18122617.298597194	0	7.143585026381238e-05
scaffold_4	0.5325603323995624	0.5329477457044368	19327420.52304609	0	-0.00038741330487446213
scaffold_4	0.5371357733381025	0.5320536682712843	20309439.04809619	0	0.0050821050668181655
