scaffold	somatic_mean	germline_mean	mean_window	baseline	difference_mean
scaffold_1	0.4967877727551344	0.5751336255254867	750681.3967935871	0	-0.07834585277035233
scaffold_1	0.49510660215507685	0.597570085935618	1684229.6032064129	0	-0.10246348378054115
scaffold_1	0.49005724212080815	0.5128718253812903	2909577.9438877758	0	-0.022814583260482135
scaffold_1	0.48709906876370374	0.540909837454685	4524998.0921843685	0	-0.05381076869098128
scaffold_1	0.482583893216587	0.5642343031179676	6134154.142284569	0	-0.08165040990138062
scaffold_1	0.4849509534109133	0.5422771001128248	7471628.5250501	0	-0.057326146701911496
scaffold_1	0.48827698213935145	0.5179270971358472	8850136.320641283	0	-0.029650114996495724
scaffold_1	0.49878361180911523	0.6137778407476725	10495893.653306613	0	-0.11499422893855726
scaffold_1	0.4830672907804151	0.5266918421094386	11970309.761523046	0	-0.04362455132902354
scaffold_1	0.493879827860275	0.5683608916818529	13619328.629258517	0	-0.07448106382157788
scaffold_1	0.48619682422696303	0.5619328846239637	15145724.266533066	0	-0.0757360603970007
scaffold_1	0.4779321458130069	0.5971979211561477	17991183.02204409	0	-0.11926577534314076
scaffold_1	0.4942098528668325	0.500024156098096	23494020.811623245	0	-0.005814303231263529
scaffold_1	0.5019922168300568	0.5118204457326524	25558628.254509017	0	-0.009828228902595604
scaffold_1	0.5044438021543556	0.514538462629888	27343850.759519037	0	-0.010094660475532424
scaffold_1	0.49672298608781257	0.5346010546296609	29324569.30260521	0	-0.03787806854184833
scaffold_1	0.4914350963088655	0.4989675645210908	31896312.303030305	0	-0.007532468212225307
scaffold_2	0.502651354444051	0.5479786297849014	1585566.883767535	0	-0.04532727534085046
scaffold_2	0.4914807948122668	0.5785367857019634	6311287.9078156315	0	-0.08705599088969662
scaffold_2	0.496919387058945	0.5315637800560424	11891454.799599199	0	-0.03464439299709743
scaffold_2	0.4909900003951868	0.534281886907466	13696618.154308617	0	-0.04329188651227922
scaffold_2	0.4951263511781363	0.5430102476213569	15488390.847695392	0	-0.04788389644322055
scaffold_2	0.4957120187517068	0.5434663112876765	17052068.08817635	0	-0.047754292535969745
scaffold_2	0.4882879075575004	0.5393739852381984	18323029.346693385	0	-0.05108607768069795
scaffold_2	0.5291986649598276	0.6299017326026326	19190115.425287355	0	-0.10070306764280501
scaffold_3	0.5001808728833654	0.5720176968671109	533330.3587174349	0	-0.07183682398374547
scaffold_3	0.48276434437368815	0.5618497047184816	1909096.9138276554	0	-0.07908536034479346
scaffold_3	0.48300546573919506	0.5471034469387771	3365002.378757515	0	-0.06409798119958204
scaffold_3	0.486494557111597	0.5988706445977421	4832490.821643286	0	-0.11237608748614508
scaffold_3	0.49231466747174246	0.6732148324409102	5678395.260521042	0	-0.18090016496916772
scaffold_3	0.5090984814476671	0.5627220744707014	6678634.667334669	0	-0.05362359302303432
scaffold_3	0.48117438303300125	0.5776778301812088	8022736.050100201	0	-0.09650344714820752
scaffold_3	0.49400033945207356	0.6272612325742133	9039501.338677354	0	-0.13326089312213973
scaffold_3	0.4901504060645739	0.5423226464090394	10614805.17234469	0	-0.05217224034446549
scaffold_3	0.4998224832199912	0.5773224058680867	13541751.897795592	0	-0.07749992264809552
scaffold_3	0.49723193045010206	0.5293290843113133	19363895.673346695	0	-0.03209715386121126
scaffold_3	0.4979994586656456	0.5471869759640149	21666445.33466934	0	-0.04918751729836929
scaffold_3	0.49155253930625703	0.565338189093233	23455087.806741573	0	-0.07378564978697594
scaffold_4	0.4938652644801693	0.5801504181090594	887294.2324649298	0	-0.08628515362889011
scaffold_4	0.5056207318676242	0.54978227812261	2966953.3346693385	0	-0.044161546254985806
scaffold_4	0.4962041484718347	0.5183812155743448	5221786.446893788	0	-0.022177067102510106
scaffold_4	0.4931246437195813	0.5204800985687776	9968898.887775552	0	-0.027355454849196326
scaffold_4	0.4901193685622217	0.5319433609008127	12501590.326653307	0	-0.04182399233859102
scaffold_4	0.5040320369392117	0.5349050167884976	14799743.448897796	0	-0.03087297984928583
scaffold_4	0.5033856624491646	0.5245067635846205	16295047.036072144	0	-0.021121101135455844
scaffold_4	0.48513325856638445	0.5476156474545122	17976348.82765531	0	-0.06248238888812774
scaffold_4	0.4938869715486896	0.48900351015060106	19963743.07014028	0	0.00488346139808854
scaffold_4	0.4957956732033056	0.5296159502709397	21362361.1503006	0	-0.033820277067634075
scaffold_4	0.49663510949146544	0.5195961279362971	22661074.81958763	0	-0.022961018444831616
scaffold_5	0.4771679159395456	0.525167484788123	1029717.4048096192	0	-0.04799956884857742
scaffold_5	0.4924782873461359	0.5403357856904116	3084974.4308617236	0	-0.04785749834427572
scaffold_5	0.490566147333202	0.48056272981336284	5402341.803607214	0	0.01000341751983913
scaffold_5	0.5052147979602276	0.5566077072886964	11225499.571142284	0	-0.05139290932846874
scaffold_5	0.5065091206109172	0.546122938481716	13612253.917835671	0	-0.03961381787079876
scaffold_5	0.4940476178003167	0.6047363263122726	15339644.396793587	0	-0.11068870851195589
scaffold_5	0.4902870169659889	0.6828170761332494	16221754.362725452	0	-0.19253005916726046
scaffold_5	0.5030548597156471	0.568306098699373	17145897.721442886	0	-0.06525123898372587
scaffold_5	0.48739256364598704	0.545631782561263	18384262.03006012	0	-0.05823921891527595
