scaffold	somatic_mean	germline_mean	mean_window	baseline	difference_mean
scaffold_1	0.4894486484434801	0.492450107460919	114773.4509018036	0	-0.0030014590174388678
scaffold_1	0.5053337805338726	0.514720693368299	285386.4368737475	0	-0.009386912834426386
scaffold_1	0.4861909805208568	0.5036930989652197	469645.9659318637	0	-0.017502118444362946
scaffold_1	0.48227102317289205	0.5093475979853382	652407.0260521042	0	-0.027076574812446186
scaffold_1	0.4901550668254781	0.49610222024591544	812385.8957915831	0	-0.005947153420437334
scaffold_1	0.5099424753875441	0.5304019103023072	975250.2925851704	0	-0.020459434914763097
scaffold_1	0.488870512156982	0.48718807725100566	1176589.352705411	0	0.00168243490597636
scaffold_1	0.49081138540128144	0.5116096360588914	1341010.6633266534	0	-0.020798250657609985
scaffold_1	0.47887529867633516	0.4879304931565182	1495724.2825651302	0	-0.009055194480183049
scaffold_1	0.48766245826784876	0.5105814232270719	1630278.1523046093	0	-0.02291896495922313
scaffold_1	0.490861894030225	0.49708419305754453	1772744.7014028055	0	-0.006222299027319522
scaffold_1	0.48443447651090027	0.5028417338387929	1952222.1823647295	0	-0.018407257327892668
scaffold_1	0.4920462307043484	0.5081299749129883	2109598.513026052	0	-0.016083744208639894
scaffold_1	0.501547640184796	0.5183566754758863	2251251.637274549	0	-0.016809035291090235
scaffold_1	0.49542893518565895	0.5088685422244906	2420293.168336673	0	-0.01343960703883168
scaffold_1	0.4940037858318979	0.5075027686607227	2589900.2865731465	0	-0.013498982828824835
scaffold_1	0.4905876709550734	0.5015037671386355	2729040.6913827653	0	-0.010916096183562152
scaffold_1	0.4856701364025886	0.5009775735794464	2888032.164328657	0	-0.015307437176857785
scaffold_1	0.49716744878016306	0.5169949498054689	3061466.0681362725	0	-0.019827501025305838
scaffold_1	0.5040739968082746	0.5129678367560894	3198034.3206412825	0	-0.008893839947814786
scaffold_1	0.49353518266104895	0.5153193676748618	3322270.865731463	0	-0.021784185013812796
scaffold_1	0.4928235985660485	0.5023008876390429	3459201.6773547092	0	-0.009477289072994388
scaffold_1	0.49052101122746955	0.5185053271356526	3578235.210420842	0	-0.02798431590818301
scaffold_1	0.49556349563278573	0.5006984773075962	3697838.4148296593	0	-0.005134981674810468
scaffold_1	0.492668567597465	0.5011089780696982	3841510.02004008	0	-0.008440410472233206
