scaffold	somatic_mean	germline_mean	mean_window	baseline	difference_mean
scaffold_1	0.4661365287350187	0.46650491766116037	501578.8436873747	0	-0.00036838892614166063
scaffold_1	0.4617670235290933	0.46515672515520073	1146925.2965931864	0	-0.003389701626107411
scaffold_1	0.466847645682607	0.466609812290208	1850313.743486974	0	0.0002378333923990228
scaffold_1	0.45884523245289466	0.4635512008318636	2547228.9198396793	0	-0.004705968378968917
scaffold_1	0.46216260722065333	0.4640229978785526	3186312.3947895793	0	-0.0018603906578992802
scaffold_1	0.46099386477407434	0.4659143532393116	4040093.537074148	0	-0.004920488465237238
scaffold_1	0.47371191405334023	0.4860608863212998	4689294.376753507	0	-0.012348972267959557
scaffold_1	0.4746680747651453	0.4770010677349147	5782753.8396793585	0	-0.0023329929697694096
scaffold_1	0.47568949876081357	0.4762043951510001	6588020.356713427	0	-0.0005148963901865367
scaffold_1	0.4672125829131689	0.4680626373240686	7181140.895791583	0	-0.0008500544108996921
scaffold_1	0.4793246400868206	0.47115739897921294	7801247.134268537	0	0.008167241107607637
scaffold_1	0.47773411153379075	0.4802925708232515	8725541.274549099	0	-0.002558459289460746
scaffold_1	0.47376331231531066	0.47864765656936575	9630328.298597194	0	-0.004884344254055095
scaffold_1	0.46958306863217547	0.4707682563393568	10636156.08016032	0	-0.0011851877071813455
scaffold_1	0.4731200451975305	0.4676364671563854	11458464.472945891	0	0.005483578041145076
scaffold_1	0.46788988417810484	0.4708937748805058	12495879.288577154	0	-0.0030038907024009798
scaffold_1	0.4665180000419151	0.468552300662644	13035433.74749499	0	-0.002034300620728846
scaffold_1	0.4788348593205778	0.47888054128067303	14069029.038076153	0	-4.5681960095245167e-05
scaffold_1	0.48135116519479726	0.47733983748312137	15434406.126252506	0	0.004011327711675894
scaffold_1	0.47350295324854547	0.4689629212457755	16684163.599198397	0	0.004540032002769978
scaffold_1	0.4806835925682998	0.47629311501407984	20886080.284569137	0	0.0043904775542199515
scaffold_1	0.4746690934639871	0.47042559959511027	24074272.92785571	0	0.004243493868876846
scaffold_1	0.45677368132297735	0.4553672119717927	25322721.228456914	0	0.0014064693511846582
scaffold_1	0.49479679873433396	0.48979764976754264	26440241.04008016	0	0.0049991489667913225
scaffold_1	0.4827648335514169	0.47651743455629775	27394880.609218437	0	0.006247398995119169
scaffold_1	0.46045485317833657	0.4556725963097126	28347333.34268537	0	0.004782256868623991
scaffold_1	0.47406467461816276	0.47215947258657437	29739339.673346695	0	0.0019052020315883933
scaffold_1	0.4966132213993673	0.484414294282936	31892013.830985915	0	0.012198927116431335
scaffold_2	0.4721919871300483	0.4660843196672337	496259.1803607214	0	0.006107667462814603
scaffold_2	0.4738419074965535	0.469409918701889	1895435.5430861723	0	0.004431988794664554
scaffold_2	0.4704266068502502	0.46112346349994865	3045568.739478958	0	0.009303143350301524
scaffold_2	0.4775166829223262	0.4723924222419025	5153006.114228457	0	0.005124260680423709
scaffold_2	0.47172964769021214	0.4628971629282752	9381491.801603206	0	0.008832484761936932
scaffold_2	0.46635297239725265	0.45970776349324266	11091173.889779558	0	0.0066452089040099915
scaffold_2	0.4750549875214548	0.465404638554987	12291066.513026051	0	0.009650348966467825
scaffold_2	0.46895780744626886	0.4651333857579879	13071165.46492986	0	0.0038244216882809545
scaffold_2	0.4485773518025999	0.4488337426123814	14100294.318637274	0	-0.00025639080978151485
scaffold_2	0.4588201463854542	0.44641094811837045	14885247.625250502	0	0.012409198267083754
scaffold_2	0.4790961242579308	0.4671077981718655	15690732.300601203	0	0.011988326086065315
scaffold_2	0.4608695278490769	0.4508337431917157	16560164.92985972	0	0.010035784657361213
scaffold_2	0.4570102812907692	0.45025254449813085	17440833.85771543	0	0.006757736792638358
scaffold_2	0.46699439731896	0.4590020693581351	18203680.178356715	0	0.007992327960824885
scaffold_2	0.4576744711460519	0.44765383083015425	18833932.47936508	0	0.010020640315897666
