scaffold_1	10785	28	27	62	84
scaffold_1	11058	29	38	76	69
scaffold_1	11220	39	28	80	66
scaffold_1	11673	28	37	101	104
scaffold_1	13529	0	16	0	54
scaffold_1	13727	19	21	83	69
scaffold_1	32064	27	14	83	59
scaffold_1	32852	21	25	61	59
scaffold_1	33364	20	18	80	94
scaffold_1	33618	20	16	74	85
scaffold_1	33899	11	27	121	110
scaffold_1	34053	17	27	91	121
scaffold_1	34361	0	12	0	73
scaffold_1	34520	29	17	99	111
scaffold_1	34823	26	36	72	101
scaffold_1	34988	22	25	86	74
scaffold_1	35170	10	24	92	94
scaffold_1	35334	18	14	38	95
scaffold_1	35628	0	36	0	65
scaffold_1	36053	27	23	95	104
scaffold_1	36208	16	16	113	106
scaffold_1	36505	21	29	118	99
scaffold_1	36680	22	19	119	103
scaffold_1	36981	18	23	120	100
scaffold_1	37226	20	23	91	126
scaffold_1	37447	20	28	135	114
scaffold_1	37662	14	16	76	90
scaffold_1	37828	26	15	85	88
scaffold_1	37995	23	25	108	122
scaffold_1	38163	20	19	82	109
scaffold_1	40971	31	24	105	94
scaffold_1	42037	39	43	79	90
scaffold_1	42966	18	21	98	97
scaffold_1	43423	21	13	79	87
scaffold_1	44827	15	23	77	102
scaffold_1	45503	11	15	85	74
scaffold_1	45669	20	23	123	121
scaffold_1	46338	16	31	71	65
scaffold_1	47039	14	21	90	101
scaffold_1	47210	26	30	91	73
scaffold_1	47428	25	25	97	83
scaffold_1	47630	36	14	129	126
scaffold_1	47875	17	19	128	105
scaffold_1	48111	19	27	84	110
scaffold_1	48276	16	27	107	103
scaffold_1	48536	22	14	107	84
scaffold_1	48914	23	14	85	54
scaffold_1	49107	21	23	100	88
scaffold_1	49448	28	25	77	95
scaffold_1	49666	31	33	85	110
scaffold_1	49860	34	27	80	99
scaffold_1	50019	30	23	85	106
scaffold_1	50373	22	24	71	84
scaffold_1	50540	22	25	50	97
scaffold_1	50731	22	28	92	92
scaffold_1	50896	15	14	66	73
scaffold_1	51054	20	17	73	62
scaffold_1	53314	40	7	155	36
scaffold_1	53925	15	11	110	66
scaffold_1	54169	19	14	57	85
scaffold_1	55812	17	11	84	60
scaffold_1	56076	41	36	108	123
scaffold_1	56252	24	32	99	96
scaffold_1	56712	18	23	75	105
scaffold_1	57278	17	10	72	106
scaffold_1	57609	19	19	86	68
scaffold_1	59229	39	26	111	77
scaffold_1	59406	21	27	98	63
scaffold_1	59990	24	29	119	111
scaffold_1	60157	19	19	92	88
scaffold_1	60356	18	23	91	106
scaffold_1	60535	30	19	92	84
scaffold_1	61013	25	25	95	90
scaffold_1	61233	18	21	120	99
scaffold_1	61456	36	23	91	96
scaffold_1	62020	14	21	123	121
scaffold_1	62208	0	9	0	113
scaffold_1	62416	20	30	105	86
scaffold_1	62575	15	19	127	95
scaffold_1	62803	29	21	112	108
scaffold_1	62973	20	13	103	93
scaffold_1	63242	14	15	62	73
scaffold_1	63422	17	25	114	107
scaffold_1	63675	25	16	104	91
scaffold_1	63855	12	19	75	110
scaffold_1	64048	16	13	114	88
scaffold_1	64306	15	22	122	97
scaffold_1	64464	16	22	79	109
scaffold_1	64616	27	28	86	101
scaffold_1	64801	17	16	103	120
scaffold_1	65003	25	20	114	92
scaffold_1	65417	26	24	114	100
scaffold_1	65806	10	24	110	73
scaffold_1	65962	20	24	107	96
scaffold_1	66195	12	28	90	77
scaffold_1	66400	22	24	99	85
scaffold_1	66581	18	28	110	93
